id,question,query
G053,⁠Product wise Party wise Purchase Report,"WITH base_data AS (
 SELECT
 tv.guid,
 tv.date,
 tv.voucher_number,
 tv.voucher_type,
 tv.party_name,
 ml.name AS ledger_name,
 mg.name AS ledger_group,
 ta.amount
 FROM trn_voucher tv
 JOIN trn_accounting ta ON tv.guid = ta.guid
 JOIN mst_ledger ml ON ta._ledger = ml.guid
 JOIN mst_group mg ON ml._parent = mg.guid
 WHERE
 tv.is_order_voucher = 0
 AND LOWER(tv.voucher_type) LIKE '%sales%'
 AND tv.date BETWEEN '2022-04-01' AND '2023-03-31'
),
inventory_data AS (
 SELECT
 ti.guid,
 si.name AS item_name,
 ABS(ti.quantity) AS quantity,
 ABS(ti.rate) AS rate,
 ABS(ti.amount) AS item_value
 FROM trn_inventory ti
 JOIN mst_stock_item si ON ti._item = si.guid
 WHERE ti.quantity < 0 -- Outward movement for sales
),
tax_data AS (
 SELECT
 guid,
 SUM(CASE
 WHEN LOWER(REPLACE(ledger_name,' ','')) LIKE '%outputcgst%'
 OR LOWER(REPLACE(ledger_name,' ','')) LIKE '%cgst%'
 THEN ABS(amount)
 ELSE 0
 END) AS cgst,
 SUM(CASE
 WHEN LOWER(REPLACE(ledger_name,' ','')) LIKE '%outputsgst%'
 OR LOWER(REPLACE(ledger_name,' ','')) LIKE '%sgst%'
 THEN ABS(amount)
 ELSE 0
 END) AS sgst,
 SUM(CASE
 WHEN LOWER(REPLACE(ledger_name,' ','')) LIKE '%outputigst%'
 OR LOWER(REPLACE(ledger_name,' ','')) LIKE '%igst%'
 THEN ABS(amount)
 ELSE 0
 END) AS igst,
 SUM(CASE
 WHEN LOWER(ledger_name) LIKE '%discount%'
 OR LOWER(ledger_name) LIKE '%rebate%'
 OR LOWER(ledger_name) LIKE '%scheme%'
 THEN ABS(amount)
 ELSE 0
 END) AS discount
 FROM base_data
 GROUP BY guid
)
SELECT
 tv.date,
 tv.voucher_number,
 tv.voucher_type,
 tv.party_name,
 i.item_name,
 i.quantity,
 i.rate,
 i.item_value AS taxable_value,
 t.discount,
 t.cgst,
 t.sgst,
 t.igst,
 (t.cgst + t.sgst + t.igst) AS total_gst,
 (i.item_value + t.cgst + t.sgst + t.igst) AS invoice_total
FROM trn_voucher tv
JOIN inventory_data i ON tv.guid = i.guid
LEFT JOIN tax_data t ON tv.guid = t.guid
WHERE
 LOWER(tv.voucher_type) LIKE '%sales%'
 AND tv.date BETWEEN '2020-04-01' AND '2020-04-30'
ORDER BY
 tv.date,
 tv.voucher_number,
 i.item_name;"
G054,Purchase history of DANT KANTI DENTAL CREAM(ADVANCE)-100-GM,"WITH base_data AS (
 SELECT
 tv.guid,
 tv.date,
 tv.voucher_number,
 tv.voucher_type,
 tv.party_name,
 ml.name AS ledger_name,
 mg.name AS ledger_group,
 ta.amount
 FROM trn_voucher tv
 JOIN trn_accounting ta ON tv.guid = ta.guid
 JOIN mst_ledger ml ON ta._ledger = ml.guid
 JOIN mst_group mg ON ml._parent = mg.guid
 WHERE
 tv.is_order_voucher = 0
 AND LOWER(tv.voucher_type) LIKE '%purchase%'
 AND tv.date BETWEEN '2022-04-01' AND '2023-03-31'
),
inventory_data AS (
 SELECT
 ti.guid,
 si.name AS item_name,
 ABS(ti.quantity) AS quantity,
 ABS(ti.rate) AS rate,
 ABS(ti.amount) AS item_value
 FROM trn_inventory ti
 JOIN mst_stock_item si ON ti._item = si.guid
 WHERE ti.quantity > 0
),
tax_data AS (
 SELECT
 guid,
 SUM(CASE
 WHEN LOWER(REPLACE(ledger_name,' ','')) LIKE '%inputcgst%'
 OR LOWER(REPLACE(ledger_name,' ','')) LIKE '%cgst%'
 THEN ABS(amount)
 ELSE 0
 END) AS cgst,
 SUM(CASE
 WHEN LOWER(REPLACE(ledger_name,' ','')) LIKE '%inputsgst%'
 OR LOWER(REPLACE(ledger_name,' ','')) LIKE '%sgst%'
 THEN ABS(amount)
 ELSE 0
 END) AS sgst,
 SUM(CASE
 WHEN LOWER(REPLACE(ledger_name,' ','')) LIKE '%inputigst%'
 OR LOWER(REPLACE(ledger_name,' ','')) LIKE '%igst%'
 THEN ABS(amount)
 ELSE 0
 END) AS igst,
 SUM(CASE
 WHEN LOWER(ledger_name) LIKE '%discount%'
 OR LOWER(ledger_name) LIKE '%incentive%'
 OR LOWER(ledger_name) LIKE '%margin%'
 THEN ABS(amount)
 ELSE 0
 END) AS discount
 FROM base_data
 GROUP BY guid
)
SELECT
 tv.date,
 tv.voucher_number,
 tv.voucher_type,
 tv.party_name,
 i.item_name,
 i.quantity,
 i.rate,
 i.item_value AS taxable_value,
 t.discount,
 t.cgst,
 t.sgst,
 t.igst,
 (t.cgst + t.sgst + t.igst) AS total_gst,
 (i.item_value + t.cgst + t.sgst + t.igst) AS invoice_total
FROM trn_voucher tv
JOIN inventory_data i ON tv.guid = i.guid
LEFT JOIN tax_data t ON tv.guid = t.guid
WHERE
 LOWER(tv.voucher_type) LIKE '%purchase%'
 AND tv.date BETWEEN '2022-04-01' AND '2023-03-31'
ORDER BY
 tv.date,
 tv.voucher_number,
 i.item_name;"
G055,What are the total receivables and payables?,"SELECT tv.date, tv.voucher_type, tv.voucher_number, ti.quantity, ti.rate, ti.amount, ti.godown FROM trn_voucher AS tv JOIN trn_inventory AS ti ON tv.guid = ti.guid JOIN mst_stock_item AS msi ON ti._item = msi.guid WHERE msi.name = 'SAUNDARYA ALOEVERA GEL 60ML TO 12+1' AND ti.quantity > 0 AND tv.voucher_type IN ('Purchase', 'Debit Note');"
G056,What is the current fund position (cash & bank)?,"SELECT SUM(CASE WHEN ml.closing_balance < 0 THEN ABS(ml.closing_balance) ELSE 0 END) AS total_receivables, SUM(CASE WHEN mg.name = 'Current Liabilities' AND ml.closing_balance > 0 THEN ml.closing_balance ELSE 0 END) AS total_payables FROM mst_ledger AS ml LEFT JOIN mst_group AS mg ON ml._parent = mg.guid;"
G057,What are the non-operating incomes and their sources?,"SELECT SUM(ml.closing_balance) AS current_fund_position FROM mst_ledger AS ml WHERE ml.parent IN ('Cash-in-Hand', 'Bank Accounts', 'Bank OD A/c', 'Bank Current A/c', 'Bank Savings A/c');"
G058,What are the compressed air/diesel/steam usage summaries?,"SELECT ml.name AS income_ledger_name, tv.party_name AS party_source, SUM(ta.amount) AS total_amount_received FROM trn_accounting AS ta JOIN mst_ledger AS ml ON ta._ledger = ml.guid JOIN mst_group AS mg ON ml._parent = mg.guid LEFT JOIN trn_voucher AS tv ON ta.guid = tv.guid WHERE mg.primary_group = 'Indirect Incomes' AND ta.amount > 0 GROUP BY ml.name, tv.party_name ORDER BY income_ledger_name, total_amount_received DESC;"
G059,What is the opening and closing balance of bank and cash accounts?,"WITH LedgerUsage AS (
 SELECT
 'Financial Expense' AS usage_type,
 ml.name AS item_name,
 DATE_TRUNC('month', tv.date)::date AS usage_month,
 NULL::numeric(15,4) AS quantity,
 ABS(ta.amount) AS value_in_base_currency
 FROM
 trn_accounting ta
 JOIN
 mst_ledger ml ON ta._ledger = ml.guid
 JOIN
 trn_voucher tv ON ta.guid = tv.guid
 WHERE
 ml.name ILIKE '%Compressed Air%' OR
 ml.name ILIKE '%Diesel%' OR
 ml.name ILIKE '%Steam%'
),
InventoryUsage AS (
 SELECT
 'Inventory Consumption' AS usage_type,
 msi.name AS item_name,
 DATE_TRUNC('month', tv.date)::date AS usage_month,
 ABS(ti.quantity) AS quantity,
 ABS(ti.amount) AS value_in_base_currency
 FROM
 trn_inventory ti
 JOIN
 mst_stock_item msi ON ti._item = msi.guid
 JOIN
 trn_voucher tv ON ti.guid = tv.guid
 WHERE
 msi.name ILIKE '%Compressed Air%' OR
 msi.name ILIKE '%Diesel%' OR
 msi.name ILIKE '%Steam%'
)
SELECT
 usage_type,
 item_name,
 usage_month,
 SUM(quantity) AS total_quantity_used,
 SUM(value_in_base_currency) AS total_value_of_usage
FROM
 (
 SELECT * FROM LedgerUsage
 UNION ALL
 SELECT * FROM InventoryUsage
 ) AS AllUsage
GROUP BY
 usage_type,
 item_name,
 usage_month
ORDER BY
 usage_month,
 item_name,
 usage_type;"
G060,Are there any stock discrepancies or negative stock reports?,"SELECT
 ml.name AS ledger_name,
 CASE
 WHEN ml.closing_balance < 0
 THEN ABS(ml.closing_balance)
 ELSE 0
 END AS debit_balance,
 CASE
 WHEN ml.closing_balance > 0
 THEN ml.closing_balance
 ELSE 0
 END AS credit_balance
FROM mst_ledger ml
JOIN mst_group mg
 ON ml._parent = mg.guid
WHERE
 mg.name = 'Bank Accounts'
 OR ml.name = 'Cash'
ORDER BY
 ml.name;"
G061,What are the stock transfers between godowns?,"SELECT name, closing_balance FROM mst_stock_item WHERE closing_balance < 0;"
G062,What are the sales returns recorded in 2020/07 ?,"WITH InventoryMovements AS (SELECT ti.guid, ti._item, ti.quantity, ti.godown FROM trn_inventory AS ti WHERE ti.godown IS NOT NULL AND ti.godown != ''), TransferCandidates AS (SELECT im1.guid, im1._item, im1.godown AS source_godown, im2.godown AS destination_godown, ABS(im1.quantity) AS transfer_quantity FROM InventoryMovements im1 JOIN InventoryMovements im2 ON im1.guid = im2.guid AND im1._item = im2._item WHERE im1.godown != im2.godown AND im1.quantity < 0 AND im2.quantity > 0 AND ABS(im1.quantity) = im2.quantity) SELECT tv.date, tv.voucher_number, msi.name AS item_name, tc.transfer_quantity, tc.source_godown, tc.destination_godown FROM TransferCandidates AS tc JOIN trn_voucher AS tv ON tc.guid = tv.guid JOIN mst_stock_item AS msi ON tc._item = msi.guid ORDER BY tv.date, tv.voucher_number, item_name;"
G063,What is the trial balance for this financial year 2020?,"SELECT
 SUM(ti.quantity) AS total_quantity,
 SUM(ti.amount) AS total_value
FROM trn_inventory AS ti
JOIN trn_voucher AS tv
 ON ti.guid = tv.guid
JOIN mst_vouchertype vt
 ON tv._voucher_type = vt.guid
WHERE
 vt.name ILIKE '%Credit Note%'
 AND tv.date >= '2020-07-01'
 AND tv.date <= '2020-07-31';"
G064,What is the supplier-wise outstanding payment?,"SELECT ml.name AS ""Ledger Name"", CASE WHEN (ml.opening_balance + COALESCE(SUM(ta.amount), 0)) <= 0 THEN -(ml.opening_balance + COALESCE(SUM(ta.amount), 0)) ELSE 0 END AS ""Debit"", CASE WHEN (ml.opening_balance + COALESCE(SUM(ta.amount), 0)) > 0 THEN (ml.opening_balance + COALESCE(SUM(ta.amount), 0)) ELSE 0 END AS ""Credit"" FROM mst_ledger AS ml LEFT JOIN trn_accounting AS ta ON ml.guid = ta._ledger LEFT JOIN trn_voucher AS tv ON ta.guid = tv.guid WHERE tv.date IS NULL OR (tv.date >= '2020-04-01' AND tv.date <= '2021-03-31') GROUP BY ml.guid, ml.name, ml.opening_balance ORDER BY ml.name;"
G065,"What is the statutory deduction (PF, ESI, PT) payable?","SELECT ml.name AS supplier_name, ABS(ml.closing_balance) AS outstanding_payment_amount FROM mst_ledger AS ml JOIN mst_group AS mg ON ml._parent = mg.guid WHERE mg.primary_group = 'Sundry Creditors' AND ml.closing_balance < 0 ORDER BY supplier_name;"
G066,What is the current cash balance of the company,SELECT SUM(ml.closing_balance) AS total_statutory_deductions_payable FROM mst_ledger AS ml WHERE ml.name ILIKE '%PF%' OR ml.name ILIKE '%ESI%' OR ml.name ILIKE '%Professional Tax%';
G067,What is the bank balance as on 4/5/2021,SELECT closing_balance FROM mst_ledger WHERE name = 'Cash';
G068,What is the total purchase for may 2021,"SELECT
 ml.name AS ledger_name,
 CASE
 WHEN ml.closing_balance < 0
 THEN ABS(ml.closing_balance)
 ELSE 0
 END AS debit_balance,
 CASE
 WHEN ml.closing_balance > 0
 THEN ml.closing_balance
 ELSE 0
 END AS credit_balance
FROM mst_ledger ml
JOIN mst_group mg
 ON ml._parent = mg.guid
WHERE
 mg.name = 'Bank Accounts'
ORDER BY
 ml.name;"
G069,What is the total outstanding receivable,"WITH base_data AS (
 SELECT
 tv.guid,
 tv.date,
 tv.voucher_number,
 tv.voucher_type,
 ml.name AS ledger_name,
 mg.name AS ledger_group,
 ta.amount
 FROM trn_voucher tv
 JOIN trn_accounting ta ON tv.guid = ta.guid
 JOIN mst_ledger ml ON ta._ledger = ml.guid
 JOIN mst_group mg ON ml._parent = mg.guid
 WHERE
 tv.is_order_voucher = 0
 AND tv.is_inventory_voucher = 0
 AND LOWER(tv.voucher_type) LIKE '%purchase%'
),
inventory_data AS (
 SELECT
 guid,
 SUM(ABS(quantity)) AS total_quantity
 FROM trn_inventory
 WHERE quantity > 0 -- Inward for purchases
 GROUP BY guid
),
aggregated_data AS (
 SELECT
 DATE_TRUNC('month', b.date) AS month,
 TO_CHAR(b.date, 'Month YYYY') AS month_name,
 b.guid,
 /* Taxable Value - Purchase Accounts */
 SUM(CASE
 WHEN b.ledger_group IN ('Purchase Accounts')
 THEN ABS(b.amount) ELSE 0 END
 ) AS taxable_value,
 /* Discounts */
 SUM(CASE
 WHEN LOWER(b.ledger_name) LIKE '%discount%'
 OR LOWER(b.ledger_name) LIKE '%incentive%'
 OR LOWER(b.ledger_name) LIKE '%margin%'
 THEN ABS(b.amount) ELSE 0 END
 ) AS total_discount,
 /* GST Breakup - Input GST for purchases */
 SUM(CASE
 WHEN LOWER(REPLACE(b.ledger_name, ' ', '')) LIKE '%inputcgst%'
 OR LOWER(REPLACE(b.ledger_name, ' ', '')) LIKE '%cgst%'
 THEN ABS(b.amount)
 ELSE 0
 END) AS cgst,
 SUM(CASE
 WHEN LOWER(REPLACE(b.ledger_name, ' ', '')) LIKE '%inputsgst%'
 OR LOWER(REPLACE(b.ledger_name, ' ', '')) LIKE '%sgst%'
 THEN ABS(b.amount)
 ELSE 0
 END) AS sgst,
 SUM(CASE
 WHEN LOWER(REPLACE(b.ledger_name, ' ', '')) LIKE '%inputigst%'
 OR LOWER(REPLACE(b.ledger_name, ' ', '')) LIKE '%igst%'
 THEN ABS(b.amount)
 ELSE 0
 END) AS igst,
 /* Quantity */
 COALESCE(MAX(i.total_quantity), 0) AS total_quantity
 FROM base_data b
 LEFT JOIN inventory_data i ON b.guid = i.guid
 GROUP BY
 DATE_TRUNC('month', b.date),
 TO_CHAR(b.date, 'Month YYYY'),
 b.guid
)
SELECT
 month_name,
 COUNT(DISTINCT guid) AS total_invoices,
 SUM(total_quantity) AS total_quantity,
 SUM(taxable_value + total_discount) AS gross_purchase_value,
 SUM(total_discount) AS total_discount,
 SUM(taxable_value) AS taxable_value,
 SUM(cgst) AS cgst,
 SUM(sgst) AS sgst,
 SUM(igst) AS igst,
 SUM(cgst + sgst + igst) AS total_gst,
 SUM(taxable_value + cgst + sgst + igst) AS invoice_total
FROM aggregated_data
GROUP BY
 month,
 month_name
ORDER BY
 month;"
G070,What is the total outstanding payable,"SELECT
 ml.name AS ledger_name,
 CASE
 WHEN ml.closing_balance > 0 THEN ABS(ml.closing_balance)
 ELSE 0
 END AS credit_balance,
 CASE
 WHEN ml.closing_balance < 0 THEN ABS(ml.closing_balance)
 ELSE 0
 END AS debit_balance,
 ml.closing_balance AS actual_balance
FROM mst_ledger AS ml
JOIN mst_group AS mg
 ON ml._parent = mg.guid
WHERE
 mg.primary_group = 'Sundry Debtors'
ORDER BY ml.name;"
G071,Who are the top 5 debtors by amount,"SELECT
 ml.name AS ledger_name,
 CASE
 WHEN ml.closing_balance > 0 THEN ABS(ml.closing_balance)
 ELSE 0
 END AS credit_balance,
 CASE
 WHEN ml.closing_balance < 0 THEN ABS(ml.closing_balance)
 ELSE 0
 END AS debit_balance,
 ml.closing_balance AS actual_balance
FROM mst_ledger AS ml
JOIN mst_group AS mg
 ON ml._parent = mg.guid
WHERE
 mg.primary_group = 'Sundry Creditors'
ORDER BY ml.name;"
G072,Who are the top 5 creditors by amount,"SELECT
 ml.name AS ledger_name,
 CASE
 WHEN ml.closing_balance > 0 THEN ABS(ml.closing_balance)
 ELSE 0
 END AS credit_balance,
 CASE
 WHEN ml.closing_balance < 0 THEN ABS(ml.closing_balance)
 ELSE 0
 END AS debit_balance,
 ml.closing_balance AS actual_balance
FROM mst_ledger AS ml
JOIN mst_group AS mg
 ON ml._parent = mg.guid
WHERE
 mg.primary_group = 'Sundry Debtors'
 AND ml.closing_balance < 0
ORDER BY
 ABS(ml.closing_balance) DESC
LIMIT 5;"
G073,Cash Payment more than 5000,"SELECT name AS creditor_name, closing_balance AS amount_owed FROM mst_ledger WHERE parent = 'Sundry Creditors' AND closing_balance > 0 ORDER BY closing_balance DESC LIMIT 5;"
G074,Salary Expenses of may 2021,"SELECT
 tv.date,
 tv.voucher_number,
 tv.party_name,
 MAX(CASE WHEN mg.name = 'Cash-in-hand' THEN ABS(ta.amount) ELSE NULL END) AS cash_amount,
 MAX(CASE WHEN mg.name != 'Cash-in-hand' THEN ta.ledger ELSE NULL END) AS expense_ledger_name,
 MAX(CASE WHEN mg.name != 'Cash-in-hand' THEN ABS(ta.amount) ELSE NULL END) AS expense_amount
FROM trn_voucher AS tv
JOIN trn_accounting AS ta
 ON tv.guid = ta.guid
JOIN mst_ledger AS ml
 ON ta._ledger = ml.guid
JOIN mst_group AS mg
 ON ml._parent = mg.guid
WHERE
 tv.voucher_type = 'Payment'
 AND tv.guid IN (
 SELECT tv2.guid
 FROM trn_voucher tv2
 JOIN trn_accounting ta2 ON tv2.guid = ta2.guid
 JOIN mst_ledger ml2 ON ta2._ledger = ml2.guid
 JOIN mst_group mg2 ON ml2._parent = mg2.guid
 WHERE tv2.voucher_type = 'Payment'
 AND mg2.name = 'Cash-in-hand'
 AND ta2.amount > 5000
 )
GROUP BY
 tv.date,
 tv.voucher_number,
 tv.party_name
ORDER BY
 tv.date,
 tv.voucher_number;"
G075,List expenses above 50000 for april 2021,"SELECT
 TO_CHAR(tv.date, 'YYYY') AS year,
 TO_CHAR(tv.date, 'Month') AS month_name,
 tv.voucher_type,
 tv.voucher_number,
 SUM(ABS(ta.amount)) AS total_salary_expense
FROM trn_voucher AS tv
JOIN trn_accounting AS ta
 ON tv.guid = ta.guid
JOIN mst_ledger AS ml
 ON ta._ledger = ml.guid
WHERE
 tv.is_order_voucher = 0
 AND tv.is_inventory_voucher = 0
 AND ml.name = 'SALARY'
 AND tv.date >= '2020-04-01' -- February and March 2021
 AND tv.date <= '2020-04-30'
 AND ta.amount < 0
GROUP BY
 tv.guid,
 TO_CHAR(tv.date, 'Month'),
 TO_CHAR(tv.date, 'YYYY'),
 DATE_TRUNC('month', tv.date)
ORDER BY
 DATE_TRUNC('month', tv.date) DESC;"
G076,Give Trial Balances for 2021,"SELECT ml.name AS expense_ledger_name,
 tv.date AS transaction_date,
 ABS(ta.amount) AS expense_amount
FROM trn_accounting AS ta
JOIN trn_voucher AS tv ON ta.guid = tv.guid
JOIN mst_ledger AS ml ON ta._ledger = ml.guid
JOIN mst_group AS mg ON ml._parent = mg.guid
WHERE tv.date >= '2022-04-01'
 AND tv.date <= '2022-04-30'
 AND ( mg.name = 'Indirect Expenses' or mg.parent = 'Indirect Expenses')
 AND ta.amount < 0
 AND ABS(ta.amount) > 50000"
G077,Top five sales Bill,"SELECT ml.name AS ledger_name, CASE WHEN (ml.opening_balance + COALESCE(SUM(ta.amount), 0)) <= 0 THEN -(ml.opening_balance + COALESCE(SUM(ta.amount), 0)) ELSE 0 END AS debit, CASE WHEN (ml.opening_balance + COALESCE(SUM(ta.amount), 0)) > 0 THEN (ml.opening_balance + COALESCE(SUM(ta.amount), 0)) ELSE 0 END AS credit FROM mst_ledger AS ml LEFT JOIN trn_accounting AS ta ON ml.guid = ta._ledger LEFT JOIN trn_voucher AS tv ON ta.guid = tv.guid WHERE tv.date IS NULL OR (tv.date >= '2020-04-01' AND tv.date <= '2021-03-31') GROUP BY ml.guid, ml.name, ml.opening_balance ORDER BY ml.name;"
G078,Total Sales Bill created in june 2021,"WITH base_data AS (
 SELECT
 tv.guid,
 tv.date,
 tv.voucher_number,
 tv.voucher_type,
 ml.name AS ledger_name,
 mg.name AS ledger_group,
 ta.amount
 FROM trn_voucher tv
 JOIN trn_accounting ta ON tv.guid = ta.guid
 JOIN mst_ledger ml ON ta._ledger = ml.guid
 JOIN mst_group mg ON ml._parent = mg.guid
 WHERE
 tv.is_order_voucher = 0
 AND tv.is_inventory_voucher = 0
 AND LOWER(tv.voucher_type) LIKE '%sales%'
),
inventory_data AS (
 SELECT
 guid,
 SUM(ABS(quantity)) AS total_quantity
 FROM trn_inventory
 WHERE quantity < 0
 GROUP BY guid
),
aggregated_data AS (
 SELECT
 b.date,
 b.voucher_number,
 b.voucher_type,
 b.guid,
 /* Taxable Value */
 SUM(CASE
 WHEN b.ledger_group IN ('Sales Accounts')
 THEN b.amount ELSE 0 END
 ) AS taxable_value,
 /* Discounts */
 SUM(CASE
 WHEN LOWER(b.ledger_name) LIKE '%discount%'
 OR LOWER(b.ledger_name) LIKE '%incentive%'
 OR LOWER(b.ledger_name) LIKE '%margin%'
 THEN ABS(b.amount) ELSE 0 END
 ) AS total_discount,
 /* GST Breakup */
 SUM(CASE
 WHEN LOWER(REPLACE(b.ledger_name, ' ', '')) LIKE '%outputcgst%'
 OR LOWER(REPLACE(b.ledger_name, ' ', '')) LIKE '%cgst%'
 THEN b.amount
 ELSE 0
 END) AS cgst,
 SUM(CASE
 WHEN LOWER(REPLACE(b.ledger_name, ' ', '')) LIKE '%outputsgst%'
 OR LOWER(REPLACE(b.ledger_name, ' ', '')) LIKE '%sgst%'
 THEN b.amount
 ELSE 0
 END) AS sgst,
 SUM(CASE
 WHEN LOWER(REPLACE(b.ledger_name, ' ', '')) LIKE '%outputigst%'
 OR LOWER(REPLACE(b.ledger_name, ' ', '')) LIKE '%igst%'
 THEN b.amount
 ELSE 0
 END) AS igst,
 /* Quantity */
 COALESCE(MAX(i.total_quantity), 0) AS total_quantity
 FROM base_data b
 LEFT JOIN inventory_data i ON b.guid = i.guid
 GROUP BY
 b.date,
 b.voucher_number,
 b.voucher_type,
 b.guid
)
SELECT
 date,
 voucher_number,
 voucher_type,
 total_quantity,
 (taxable_value + total_discount) AS gross_sales_value,
 total_discount,
 taxable_value,
 cgst,
 sgst,
 igst,
 (cgst + sgst + igst) AS total_gst,
 (taxable_value + cgst + sgst + igst) AS invoice_total
FROM aggregated_data
ORDER BY
 invoice_total DESC
LIMIT 5;"
G079,Top five Purchase Bill,"SELECT
 tv.voucher_type,
 COUNT(DISTINCT tv.guid) AS total_bills
FROM trn_voucher tv
JOIN mst_vouchertype mv
 ON tv.voucher_type = mv.name
WHERE
 tv.is_order_voucher = 0
 AND tv.is_inventory_voucher = 0
 AND mv.parent = 'Sales' -- ✅ Correct filter
 AND tv.date >= '2020-05-01'
 AND tv.date <= '2020-05-31'
GROUP BY
 tv.voucher_type
ORDER BY
 tv.voucher_type;"
G080,Total Purchase Bill created in may 2021,"WITH base_data AS (
 SELECT
 tv.guid,
 tv.date,
 tv.voucher_number,
 tv.voucher_type,
 ml.name AS ledger_name,
 mg.name AS ledger_group,
 ta.amount
 FROM trn_voucher tv
 JOIN trn_accounting ta ON tv.guid = ta.guid
 JOIN mst_ledger ml ON ta._ledger = ml.guid
 JOIN mst_group mg ON ml._parent = mg.guid
 WHERE
 tv.is_order_voucher = 0
 AND tv.is_inventory_voucher = 0
 AND LOWER(tv.voucher_type) LIKE '%purchase%'
),
inventory_data AS (
 SELECT
 guid,
 SUM(ABS(quantity)) AS total_quantity
 FROM trn_inventory
 WHERE quantity < 0
 GROUP BY guid
),
aggregated_data AS (
 SELECT
 b.date,
 b.voucher_number,
 b.voucher_type,
 b.guid,
 /* Taxable Value */
 SUM(CASE
 WHEN b.ledger_group IN ('Purchase Accounts')
 THEN b.amount ELSE 0 END
 ) AS taxable_value,
 /* Discounts */
 SUM(CASE
 WHEN LOWER(b.ledger_name) LIKE '%discount%'
 OR LOWER(b.ledger_name) LIKE '%incentive%'
 OR LOWER(b.ledger_name) LIKE '%margin%'
 THEN ABS(b.amount) ELSE 0 END
 ) AS total_discount,
 /* GST Breakup */
 SUM(CASE
 WHEN LOWER(REPLACE(b.ledger_name, ' ', '')) LIKE '%outputcgst%'
 OR LOWER(REPLACE(b.ledger_name, ' ', '')) LIKE '%cgst%'
 THEN b.amount
 ELSE 0
 END) AS cgst,
 SUM(CASE
 WHEN LOWER(REPLACE(b.ledger_name, ' ', '')) LIKE '%outputsgst%'
 OR LOWER(REPLACE(b.ledger_name, ' ', '')) LIKE '%sgst%'
 THEN b.amount
 ELSE 0
 END) AS sgst,
 SUM(CASE
 WHEN LOWER(REPLACE(b.ledger_name, ' ', '')) LIKE '%outputigst%'
 OR LOWER(REPLACE(b.ledger_name, ' ', '')) LIKE '%igst%'
 THEN b.amount
 ELSE 0
 END) AS igst,
 /* Quantity */
 COALESCE(MAX(i.total_quantity), 0) AS total_quantity
 FROM base_data b
 LEFT JOIN inventory_data i ON b.guid = i.guid
 GROUP BY
 b.date,
 b.voucher_number,
 b.voucher_type,
 b.guid
)
SELECT
 date,
 voucher_number,
 voucher_type,
 total_quantity,
 (taxable_value + total_discount) AS gross_purchase_value,
 total_discount,
 taxable_value,
 cgst,
 sgst,
 igst,
 (cgst + sgst + igst) AS total_gst,
 (taxable_value + cgst + sgst + igst) AS invoice_total
FROM aggregated_data
ORDER BY
 invoice_total ASC
LIMIT 5;"
