id,question,query,language
attendance_month__4_en_0,Give me the attendance summary for month 11.,"SELECT me.name AS employee, mat.name AS type, SUM(ta.type_value) AS days
FROM trn_attendance ta
JOIN mst_attendance_type mat ON ta._attendancetype_name = mat.guid
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_employee me ON ta._employee_name = me.guid
WHERE EXTRACT(MONTH FROM tv.date) = 11
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
GROUP BY me.name, mat.name
ORDER BY me.name;",en
attendance_month__4_en_1,Show employee attendance breakup for month 11.,"SELECT me.name AS employee, mat.name AS type, SUM(ta.type_value) AS days
FROM trn_attendance ta
JOIN mst_attendance_type mat ON ta._attendancetype_name = mat.guid
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_employee me ON ta._employee_name = me.guid
WHERE EXTRACT(MONTH FROM tv.date) = 11
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
GROUP BY me.name, mat.name
ORDER BY me.name;",en
attendance_month__4_en_2,Display attendance data for the 11th month.,"SELECT me.name AS employee, mat.name AS type, SUM(ta.type_value) AS days
FROM trn_attendance ta
JOIN mst_attendance_type mat ON ta._attendancetype_name = mat.guid
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_employee me ON ta._employee_name = me.guid
WHERE EXTRACT(MONTH FROM tv.date) = 11
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
GROUP BY me.name, mat.name
ORDER BY me.name;",en
attendance_month__4_en_3,Pull attendance records for month 11.,"SELECT me.name AS employee, mat.name AS type, SUM(ta.type_value) AS days
FROM trn_attendance ta
JOIN mst_attendance_type mat ON ta._attendancetype_name = mat.guid
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_employee me ON ta._employee_name = me.guid
WHERE EXTRACT(MONTH FROM tv.date) = 11
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
GROUP BY me.name, mat.name
ORDER BY me.name;",en
attendance_month__4_en_4,Get attendance type-wise summary for month 11.,"SELECT me.name AS employee, mat.name AS type, SUM(ta.type_value) AS days
FROM trn_attendance ta
JOIN mst_attendance_type mat ON ta._attendancetype_name = mat.guid
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_employee me ON ta._employee_name = me.guid
WHERE EXTRACT(MONTH FROM tv.date) = 11
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
GROUP BY me.name, mat.name
ORDER BY me.name;",en
attendance_month__4_en_5,What does attendance look like for month 11?,"SELECT me.name AS employee, mat.name AS type, SUM(ta.type_value) AS days
FROM trn_attendance ta
JOIN mst_attendance_type mat ON ta._attendancetype_name = mat.guid
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_employee me ON ta._employee_name = me.guid
WHERE EXTRACT(MONTH FROM tv.date) = 11
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
GROUP BY me.name, mat.name
ORDER BY me.name;",en
attendance_month__4_en_6,Show me each employee's attendance in month 11.,"SELECT me.name AS employee, mat.name AS type, SUM(ta.type_value) AS days
FROM trn_attendance ta
JOIN mst_attendance_type mat ON ta._attendancetype_name = mat.guid
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_employee me ON ta._employee_name = me.guid
WHERE EXTRACT(MONTH FROM tv.date) = 11
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
GROUP BY me.name, mat.name
ORDER BY me.name;",en
attendance_month__4_en_7,List attendance days by type for month 11.,"SELECT me.name AS employee, mat.name AS type, SUM(ta.type_value) AS days
FROM trn_attendance ta
JOIN mst_attendance_type mat ON ta._attendancetype_name = mat.guid
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_employee me ON ta._employee_name = me.guid
WHERE EXTRACT(MONTH FROM tv.date) = 11
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
GROUP BY me.name, mat.name
ORDER BY me.name;",en
attendance_month__4_en_8,Fetch month 11 attendance report.,"SELECT me.name AS employee, mat.name AS type, SUM(ta.type_value) AS days
FROM trn_attendance ta
JOIN mst_attendance_type mat ON ta._attendancetype_name = mat.guid
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_employee me ON ta._employee_name = me.guid
WHERE EXTRACT(MONTH FROM tv.date) = 11
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
GROUP BY me.name, mat.name
ORDER BY me.name;",en
attendance_month__4_en_9,Month 11 attendance — show details.,"SELECT me.name AS employee, mat.name AS type, SUM(ta.type_value) AS days
FROM trn_attendance ta
JOIN mst_attendance_type mat ON ta._attendancetype_name = mat.guid
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_employee me ON ta._employee_name = me.guid
WHERE EXTRACT(MONTH FROM tv.date) = 11
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
GROUP BY me.name, mat.name
ORDER BY me.name;",en
attendance_month__4_en_10,Break down attendance for month 11 by employee.,"SELECT me.name AS employee, mat.name AS type, SUM(ta.type_value) AS days
FROM trn_attendance ta
JOIN mst_attendance_type mat ON ta._attendancetype_name = mat.guid
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_employee me ON ta._employee_name = me.guid
WHERE EXTRACT(MONTH FROM tv.date) = 11
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
GROUP BY me.name, mat.name
ORDER BY me.name;",en
attendance_month__4_en_11,Employee-wise attendance summary for month no. 11.,"SELECT me.name AS employee, mat.name AS type, SUM(ta.type_value) AS days
FROM trn_attendance ta
JOIN mst_attendance_type mat ON ta._attendancetype_name = mat.guid
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_employee me ON ta._employee_name = me.guid
WHERE EXTRACT(MONTH FROM tv.date) = 11
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
GROUP BY me.name, mat.name
ORDER BY me.name;",en
attendance_month__4_en_12,Show att summary for month 11.,"SELECT me.name AS employee, mat.name AS type, SUM(ta.type_value) AS days
FROM trn_attendance ta
JOIN mst_attendance_type mat ON ta._attendancetype_name = mat.guid
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_employee me ON ta._employee_name = me.guid
WHERE EXTRACT(MONTH FROM tv.date) = 11
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
GROUP BY me.name, mat.name
ORDER BY me.name;",en
attendance_month__4_en_13,What are attendance days for month 11?,"SELECT me.name AS employee, mat.name AS type, SUM(ta.type_value) AS days
FROM trn_attendance ta
JOIN mst_attendance_type mat ON ta._attendancetype_name = mat.guid
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_employee me ON ta._employee_name = me.guid
WHERE EXTRACT(MONTH FROM tv.date) = 11
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
GROUP BY me.name, mat.name
ORDER BY me.name;",en
attendance_month__4_en_14,Attendance report for the eleventh month.,"SELECT me.name AS employee, mat.name AS type, SUM(ta.type_value) AS days
FROM trn_attendance ta
JOIN mst_attendance_type mat ON ta._attendancetype_name = mat.guid
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_employee me ON ta._employee_name = me.guid
WHERE EXTRACT(MONTH FROM tv.date) = 11
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
GROUP BY me.name, mat.name
ORDER BY me.name;",en
attendance_month__4_en_15,Display attendance by type and employee for month 11.,"SELECT me.name AS employee, mat.name AS type, SUM(ta.type_value) AS days
FROM trn_attendance ta
JOIN mst_attendance_type mat ON ta._attendancetype_name = mat.guid
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_employee me ON ta._employee_name = me.guid
WHERE EXTRACT(MONTH FROM tv.date) = 11
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
GROUP BY me.name, mat.name
ORDER BY me.name;",en
attendance_month__4_en_16,Month 11 attendance breakup please.,"SELECT me.name AS employee, mat.name AS type, SUM(ta.type_value) AS days
FROM trn_attendance ta
JOIN mst_attendance_type mat ON ta._attendancetype_name = mat.guid
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_employee me ON ta._employee_name = me.guid
WHERE EXTRACT(MONTH FROM tv.date) = 11
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
GROUP BY me.name, mat.name
ORDER BY me.name;",en
attendance_month__4_en_17,Show all employees' attendance for month 11.,"SELECT me.name AS employee, mat.name AS type, SUM(ta.type_value) AS days
FROM trn_attendance ta
JOIN mst_attendance_type mat ON ta._attendancetype_name = mat.guid
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_employee me ON ta._employee_name = me.guid
WHERE EXTRACT(MONTH FROM tv.date) = 11
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
GROUP BY me.name, mat.name
ORDER BY me.name;",en
attendance_month__4_en_18,Get me attendance details for month 11.,"SELECT me.name AS employee, mat.name AS type, SUM(ta.type_value) AS days
FROM trn_attendance ta
JOIN mst_attendance_type mat ON ta._attendancetype_name = mat.guid
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_employee me ON ta._employee_name = me.guid
WHERE EXTRACT(MONTH FROM tv.date) = 11
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
GROUP BY me.name, mat.name
ORDER BY me.name;",en
attendance_month__4_en_19,Month 11 attendance summary dikhao.,"SELECT me.name AS employee, mat.name AS type, SUM(ta.type_value) AS days
FROM trn_attendance ta
JOIN mst_attendance_type mat ON ta._attendancetype_name = mat.guid
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_employee me ON ta._employee_name = me.guid
WHERE EXTRACT(MONTH FROM tv.date) = 11
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
GROUP BY me.name, mat.name
ORDER BY me.name;",en
attendance_month__4_hi_0,महीना 11 का उपस्थिति सारांश दिखाएं।,"SELECT me.name AS employee, mat.name AS type, SUM(ta.type_value) AS days
FROM trn_attendance ta
JOIN mst_attendance_type mat ON ta._attendancetype_name = mat.guid
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_employee me ON ta._employee_name = me.guid
WHERE EXTRACT(MONTH FROM tv.date) = 11
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
GROUP BY me.name, mat.name
ORDER BY me.name;",hi
attendance_month__4_hi_1,ग्यारहवें महीने में कर्मचारियों की attendance कैसी रही?,"SELECT me.name AS employee, mat.name AS type, SUM(ta.type_value) AS days
FROM trn_attendance ta
JOIN mst_attendance_type mat ON ta._attendancetype_name = mat.guid
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_employee me ON ta._employee_name = me.guid
WHERE EXTRACT(MONTH FROM tv.date) = 11
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
GROUP BY me.name, mat.name
ORDER BY me.name;",hi
attendance_month__4_hi_2,माह 11 का attendance breakup दिखाओ।,"SELECT me.name AS employee, mat.name AS type, SUM(ta.type_value) AS days
FROM trn_attendance ta
JOIN mst_attendance_type mat ON ta._attendancetype_name = mat.guid
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_employee me ON ta._employee_name = me.guid
WHERE EXTRACT(MONTH FROM tv.date) = 11
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
GROUP BY me.name, mat.name
ORDER BY me.name;",hi
attendance_month__4_hi_3,महीना 11 की attendance रिपोर्ट निकालो।,"SELECT me.name AS employee, mat.name AS type, SUM(ta.type_value) AS days
FROM trn_attendance ta
JOIN mst_attendance_type mat ON ta._attendancetype_name = mat.guid
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_employee me ON ta._employee_name = me.guid
WHERE EXTRACT(MONTH FROM tv.date) = 11
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
GROUP BY me.name, mat.name
ORDER BY me.name;",hi
attendance_month__4_hi_4,ग्यारहवें महीने में उपस्थिति डेटा क्या है?,"SELECT me.name AS employee, mat.name AS type, SUM(ta.type_value) AS days
FROM trn_attendance ta
JOIN mst_attendance_type mat ON ta._attendancetype_name = mat.guid
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_employee me ON ta._employee_name = me.guid
WHERE EXTRACT(MONTH FROM tv.date) = 11
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
GROUP BY me.name, mat.name
ORDER BY me.name;",hi
attendance_month__4_hi_5,माह 11 में हर कर्मचारी की attendance बताओ।,"SELECT me.name AS employee, mat.name AS type, SUM(ta.type_value) AS days
FROM trn_attendance ta
JOIN mst_attendance_type mat ON ta._attendancetype_name = mat.guid
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_employee me ON ta._employee_name = me.guid
WHERE EXTRACT(MONTH FROM tv.date) = 11
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
GROUP BY me.name, mat.name
ORDER BY me.name;",hi
attendance_month__4_hi_6,महीने 11 का attendance summary दिखाइए।,"SELECT me.name AS employee, mat.name AS type, SUM(ta.type_value) AS days
FROM trn_attendance ta
JOIN mst_attendance_type mat ON ta._attendancetype_name = mat.guid
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_employee me ON ta._employee_name = me.guid
WHERE EXTRACT(MONTH FROM tv.date) = 11
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
GROUP BY me.name, mat.name
ORDER BY me.name;",hi
attendance_month__4_hi_7,ग्यारहवें महीने के attendance type-wise दिन बताओ।,"SELECT me.name AS employee, mat.name AS type, SUM(ta.type_value) AS days
FROM trn_attendance ta
JOIN mst_attendance_type mat ON ta._attendancetype_name = mat.guid
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_employee me ON ta._employee_name = me.guid
WHERE EXTRACT(MONTH FROM tv.date) = 11
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
GROUP BY me.name, mat.name
ORDER BY me.name;",hi
attendance_month__4_hi_8,माह 11 की attendance रिपोर्ट fetch करो।,"SELECT me.name AS employee, mat.name AS type, SUM(ta.type_value) AS days
FROM trn_attendance ta
JOIN mst_attendance_type mat ON ta._attendancetype_name = mat.guid
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_employee me ON ta._employee_name = me.guid
WHERE EXTRACT(MONTH FROM tv.date) = 11
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
GROUP BY me.name, mat.name
ORDER BY me.name;",hi
attendance_month__4_hi_9,महीना 11 — उपस्थिति का विवरण दिखाओ।,"SELECT me.name AS employee, mat.name AS type, SUM(ta.type_value) AS days
FROM trn_attendance ta
JOIN mst_attendance_type mat ON ta._attendancetype_name = mat.guid
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_employee me ON ta._employee_name = me.guid
WHERE EXTRACT(MONTH FROM tv.date) = 11
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
GROUP BY me.name, mat.name
ORDER BY me.name;",hi
attendance_month__4_hi_10,ग्यारहवें महीने में कर्मचारी-वार उपस्थिति breakdown।,"SELECT me.name AS employee, mat.name AS type, SUM(ta.type_value) AS days
FROM trn_attendance ta
JOIN mst_attendance_type mat ON ta._attendancetype_name = mat.guid
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_employee me ON ta._employee_name = me.guid
WHERE EXTRACT(MONTH FROM tv.date) = 11
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
GROUP BY me.name, mat.name
ORDER BY me.name;",hi
attendance_month__4_hi_11,महीना नंबर 11 का att summary दो।,"SELECT me.name AS employee, mat.name AS type, SUM(ta.type_value) AS days
FROM trn_attendance ta
JOIN mst_attendance_type mat ON ta._attendancetype_name = mat.guid
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_employee me ON ta._employee_name = me.guid
WHERE EXTRACT(MONTH FROM tv.date) = 11
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
GROUP BY me.name, mat.name
ORDER BY me.name;",hi
attendance_month__4_hi_12,माह 11 में attendance के दिन कितने हैं?,"SELECT me.name AS employee, mat.name AS type, SUM(ta.type_value) AS days
FROM trn_attendance ta
JOIN mst_attendance_type mat ON ta._attendancetype_name = mat.guid
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_employee me ON ta._employee_name = me.guid
WHERE EXTRACT(MONTH FROM tv.date) = 11
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
GROUP BY me.name, mat.name
ORDER BY me.name;",hi
attendance_month__4_hi_13,ग्यारहवें महीने की attendance रिपोर्ट बताइए।,"SELECT me.name AS employee, mat.name AS type, SUM(ta.type_value) AS days
FROM trn_attendance ta
JOIN mst_attendance_type mat ON ta._attendancetype_name = mat.guid
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_employee me ON ta._employee_name = me.guid
WHERE EXTRACT(MONTH FROM tv.date) = 11
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
GROUP BY me.name, mat.name
ORDER BY me.name;",hi
attendance_month__4_hi_14,महीना 11 में प्रत्येक कर्मचारी की उपस्थिति दिखाओ।,"SELECT me.name AS employee, mat.name AS type, SUM(ta.type_value) AS days
FROM trn_attendance ta
JOIN mst_attendance_type mat ON ta._attendancetype_name = mat.guid
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_employee me ON ta._employee_name = me.guid
WHERE EXTRACT(MONTH FROM tv.date) = 11
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
GROUP BY me.name, mat.name
ORDER BY me.name;",hi
attendance_month__4_hi_15,माह 11 का attendance type और employee के अनुसार दिखाओ।,"SELECT me.name AS employee, mat.name AS type, SUM(ta.type_value) AS days
FROM trn_attendance ta
JOIN mst_attendance_type mat ON ta._attendancetype_name = mat.guid
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_employee me ON ta._employee_name = me.guid
WHERE EXTRACT(MONTH FROM tv.date) = 11
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
GROUP BY me.name, mat.name
ORDER BY me.name;",hi
attendance_month__4_hi_16,महीना 11 का attendance breakup चाहिए।,"SELECT me.name AS employee, mat.name AS type, SUM(ta.type_value) AS days
FROM trn_attendance ta
JOIN mst_attendance_type mat ON ta._attendancetype_name = mat.guid
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_employee me ON ta._employee_name = me.guid
WHERE EXTRACT(MONTH FROM tv.date) = 11
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
GROUP BY me.name, mat.name
ORDER BY me.name;",hi
attendance_month__4_hi_17,ग्यारहवें महीने के सभी कर्मचारियों की attendance?,"SELECT me.name AS employee, mat.name AS type, SUM(ta.type_value) AS days
FROM trn_attendance ta
JOIN mst_attendance_type mat ON ta._attendancetype_name = mat.guid
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_employee me ON ta._employee_name = me.guid
WHERE EXTRACT(MONTH FROM tv.date) = 11
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
GROUP BY me.name, mat.name
ORDER BY me.name;",hi
attendance_month__4_hi_18,माह 11 का attendance detail दो।,"SELECT me.name AS employee, mat.name AS type, SUM(ta.type_value) AS days
FROM trn_attendance ta
JOIN mst_attendance_type mat ON ta._attendancetype_name = mat.guid
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_employee me ON ta._employee_name = me.guid
WHERE EXTRACT(MONTH FROM tv.date) = 11
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
GROUP BY me.name, mat.name
ORDER BY me.name;",hi
attendance_month__4_hi_19,महीना 11 का attendance report लाओ।,"SELECT me.name AS employee, mat.name AS type, SUM(ta.type_value) AS days
FROM trn_attendance ta
JOIN mst_attendance_type mat ON ta._attendancetype_name = mat.guid
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_employee me ON ta._employee_name = me.guid
WHERE EXTRACT(MONTH FROM tv.date) = 11
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
GROUP BY me.name, mat.name
ORDER BY me.name;",hi
attendance_month__4_gu_0,મહિના 11 નો હાજરી સારાંશ બતાવો.,"SELECT me.name AS employee, mat.name AS type, SUM(ta.type_value) AS days
FROM trn_attendance ta
JOIN mst_attendance_type mat ON ta._attendancetype_name = mat.guid
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_employee me ON ta._employee_name = me.guid
WHERE EXTRACT(MONTH FROM tv.date) = 11
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
GROUP BY me.name, mat.name
ORDER BY me.name;",gu
attendance_month__4_gu_1,અગિયારમા મહિનામાં કર્મચારીઓની attendance કેવી હતી?,"SELECT me.name AS employee, mat.name AS type, SUM(ta.type_value) AS days
FROM trn_attendance ta
JOIN mst_attendance_type mat ON ta._attendancetype_name = mat.guid
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_employee me ON ta._employee_name = me.guid
WHERE EXTRACT(MONTH FROM tv.date) = 11
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
GROUP BY me.name, mat.name
ORDER BY me.name;",gu
attendance_month__4_gu_2,માહ 11 નો attendance breakup બતાવો.,"SELECT me.name AS employee, mat.name AS type, SUM(ta.type_value) AS days
FROM trn_attendance ta
JOIN mst_attendance_type mat ON ta._attendancetype_name = mat.guid
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_employee me ON ta._employee_name = me.guid
WHERE EXTRACT(MONTH FROM tv.date) = 11
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
GROUP BY me.name, mat.name
ORDER BY me.name;",gu
attendance_month__4_gu_3,મહિના 11 ની attendance report કાઢો.,"SELECT me.name AS employee, mat.name AS type, SUM(ta.type_value) AS days
FROM trn_attendance ta
JOIN mst_attendance_type mat ON ta._attendancetype_name = mat.guid
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_employee me ON ta._employee_name = me.guid
WHERE EXTRACT(MONTH FROM tv.date) = 11
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
GROUP BY me.name, mat.name
ORDER BY me.name;",gu
attendance_month__4_gu_4,અગિયારમા મહિનામાં attendance data શું છે?,"SELECT me.name AS employee, mat.name AS type, SUM(ta.type_value) AS days
FROM trn_attendance ta
JOIN mst_attendance_type mat ON ta._attendancetype_name = mat.guid
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_employee me ON ta._employee_name = me.guid
WHERE EXTRACT(MONTH FROM tv.date) = 11
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
GROUP BY me.name, mat.name
ORDER BY me.name;",gu
attendance_month__4_gu_5,માહ 11 માં દરેક કર્મચારીની attendance જણાવો.,"SELECT me.name AS employee, mat.name AS type, SUM(ta.type_value) AS days
FROM trn_attendance ta
JOIN mst_attendance_type mat ON ta._attendancetype_name = mat.guid
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_employee me ON ta._employee_name = me.guid
WHERE EXTRACT(MONTH FROM tv.date) = 11
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
GROUP BY me.name, mat.name
ORDER BY me.name;",gu
attendance_month__4_gu_6,મહિના 11 નો attendance summary બતાવો.,"SELECT me.name AS employee, mat.name AS type, SUM(ta.type_value) AS days
FROM trn_attendance ta
JOIN mst_attendance_type mat ON ta._attendancetype_name = mat.guid
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_employee me ON ta._employee_name = me.guid
WHERE EXTRACT(MONTH FROM tv.date) = 11
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
GROUP BY me.name, mat.name
ORDER BY me.name;",gu
attendance_month__4_gu_7,અગિયારમા મહિનાના attendance type-wise દિવસો.,"SELECT me.name AS employee, mat.name AS type, SUM(ta.type_value) AS days
FROM trn_attendance ta
JOIN mst_attendance_type mat ON ta._attendancetype_name = mat.guid
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_employee me ON ta._employee_name = me.guid
WHERE EXTRACT(MONTH FROM tv.date) = 11
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
GROUP BY me.name, mat.name
ORDER BY me.name;",gu
attendance_month__4_gu_8,માહ 11 ની attendance report fetch કરો.,"SELECT me.name AS employee, mat.name AS type, SUM(ta.type_value) AS days
FROM trn_attendance ta
JOIN mst_attendance_type mat ON ta._attendancetype_name = mat.guid
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_employee me ON ta._employee_name = me.guid
WHERE EXTRACT(MONTH FROM tv.date) = 11
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
GROUP BY me.name, mat.name
ORDER BY me.name;",gu
